date,udp_0_to_512,udp_512_to_1232,udp_1232_to_1472,udp_over_1472,tcp_0_to_512,tcp_512_to_1232,tcp_1232_to_1472,tcp_over_1472
2017-11-10,1359831702,5171235816,685235,0,875066,110092072,55284,44715
2017-11-11,1291965034,4938293564,505262,0,1136733,98752371,48437,33275
2017-11-12,1210665327,4917417715,479161,0,788242,97834322,46279,34114
2017-11-13,1220324737,5103171001,878201,0,855554,106660805,51743,33885
2017-11-14,1225474806,4939219273,695738,0,815404,105793512,89491,47822
2017-11-15,1235034988,4823214183,677835,0,882321,111011728,52928,45421
2017-11-16,1181498321,4941452359,790836,0,722527,108293330,106720,79297
2017-11-17,1205808981,4847350095,935822,0,688063,106922719,70561,35072
2017-11-18,1111889305,4573208995,892666,0,634056,116544132,89434,45219
2017-11-19,1088348365,4495861466,636984,0,677303,118003635,78151,37004
2017-11-20,1211874664,5000247026,789287,0,799093,135926604,81149,40404
2017-11-21,1225199231,5053753601,800669,0,769992,121076789,70532,39518
2017-11-22,1230602716,4746422012,736737,0,833279,110343129,99957,53036
2017-11-23,1248265070,4610246867,623531,0,844483,109783611,76340,46908
2017-11-24,1201374982,4574099914,671565,0,703880,104340658,49061,19829
2017-11-25,1095601096,4292954490,553541,0,608081,101640519,60815,28606
2017-11-26,1056983661,4275298874,463636,0,799802,93714877,58670,30007
2017-11-27,1175298143,4590289623,697526,0,679360,98503072,95013,60920
2017-11-28,1157278664,4607192502,643096,0,628971,100952420,98188,75240
2017-11-29,1116869047,4627961944,559631,0,886663,103018920,86967,72083
2017-11-30,1129274503,4552879097,559249,0,755722,111347647,74825,53632
2017-12-01,1139962233,4585778010,548746,0,680885,103875587,103412,68816
2017-12-02,1067729761,4258406869,399446,0,677808,101550765,73999,53035
2017-12-03,1041584391,4208111063,385020,0,702726,105215412,96987,73000
2017-12-04,1142094059,4626296810,645484,0,779056,94100099,222370,86317
2017-12-05,1183643578,4696950859,694004,0,780592,96230196,76592,53933
2017-12-06,1190680731,4675365563,615109,0,790785,91803491,79029,62563
2017-12-07,1195698789,4813043895,596061,0,693393,99449902,228132,99007
2017-12-08,1184696762,4771569087,510804,0,633979,99272855,177650,108815
2017-12-09,1055305577,4442526893,365862,0,761575,99443448,130378,49088
2017-12-10,1006307854,4352268229,370246,0,624973,94142794,130384,49265
2017-12-11,1190922801,4833678964,520469,0,701290,103032054,139017,79714
2017-12-12,1115381036,4738785945,537102,0,738115,96008896,257804,118231
2017-12-13,1940496315,4836680460,660878,0,839610,99509661,204683,88615
2017-12-14,1965182933,4787330316,590084,0,803586,90546282,232975,126157
2017-12-15,1999642305,4599793814,587504,0,1010507,104094586,98208,38469
2017-12-16,1199060208,4436253940,479793,0,895332,103387144,229195,104927
2017-12-17,1101686335,4197916340,438359,0,746930,92431225,108000,58322
2017-12-18,2015978671,4837444899,668431,0,872380,98454766,136176,125833
2017-12-19,1225322631,4914117709,654625,0,960224,100318263,166489,115436
2017-12-20,1195726742,4816747660,3807254,0,1360340,102749211,175894,110850
2017-12-21,1181049870,4603121233,6445305,0,1540435,106356256,326636,127994
2017-12-22,1122074151,4550485620,6489929,0,1455745,91828458,781464,375392
2017-12-23,1023514020,4259568025,6363803,0,1571889,92348906,821290,308611
2017-12-24,1004735760,4264501010,6304280,0,1364990,98262172,1103752,453755
2017-12-25,2021698402,4480381967,6217728,0,1743636,93902032,913824,489540
2017-12-26,2051284984,4609283100,6085268,0,2426669,124342778,1222044,811730
2017-12-27,1923455660,4850843848,6066136,0,3176185,102633801,817089,619514
2017-12-28,1573003981,4788741169,6173895,0,3971043,109483191,1540066,934688
2017-12-29,1684956267,4219687038,6104690,0,3261541,100726330,1521953,1118631
2017-12-30,1332373774,4671658148,5932872,0,2729440,98864321,1743882,1035235
2017-12-31,1050161748,4570839903,6112251,0,2544936,91834846,1467768,910478
2018-01-01,991252102,4228458800,5971331,0,2357289,88734841,537163,543269
2018-01-02,1114754393,4535571395,6336418,0,2824394,100313957,627800,672761
2018-01-03,1128391660,4696596584,6276166,0,2792610,98550981,839821,880331
2018-01-04,1105726654,4799787594,6704467,0,2883320,97178945,900751,816412
2018-01-05,1112042280,4675645461,6702484,0,2669167,97748354,1050423,829257
2018-01-06,1032206867,4324137106,6307454,0,2523899,86935511,1621692,799755
2018-01-07,1035319496,4212887008,6064702,0,2488303,86839806,1408038,736339
2018-01-08,1146099389,4523986689,6454034,0,2858568,93364244,830420,586299
2018-01-09,1184938811,4685423591,6699471,0,2818459,92324609,653909,506883
2018-01-10,1122142656,4705842238,6587623,0,2949861,95890136,646322,534379
2018-01-11,1136329720,4690447115,3114293,0,2704983,98671918,795265,618906
2018-01-12,1101009985,4691977381,608882,0,3132110,99748352,646042,503714
2018-01-13,1048377209,4341541922,407456,0,2152766,94966242,308023,217150
2018-01-14,1042712785,4392165121,447791,0,2070791,96636433,515974,308620
