date,udp_0_to_512,udp_512_to_1232,udp_1232_to_1472,udp_over_1472,tcp_0_to_512,tcp_512_to_1232,tcp_1232_to_1472,tcp_over_1472
2017-04-19,726864603,2080958641,0,0,567951,74621538,9389,6595
2017-04-20,704366349,2111429930,0,0,611039,76874015,10883,6671
2017-04-21,635823187,1966046077,0,0,458253,70168460,7622,6386
2017-04-22,606493518,1771191966,0,0,276485,65914871,10908,6531
2017-04-23,582463514,1716900685,0,0,253371,63429040,7163,10614
2017-04-24,689265565,2015945620,0,0,302893,71708422,10107,6528
2017-04-25,884842080,2231119107,0,0,12901070,113560993,11477,6543
2017-04-26,676061880,1995839136,0,0,317311,74138884,9902,7020
2017-04-27,670808521,1908480610,0,0,2967846,69710459,9197,6980
2017-04-28,686936293,1925518797,0,0,271395,70786723,13917,6965
2017-04-29,648976473,1951140339,0,0,243717,65015733,8361,6632
2017-04-30,612908870,1834426617,0,0,246788,65663932,11241,6566
2017-05-01,631756314,1851417569,0,0,278682,67301285,10867,7345
2017-05-02,608722117,1932230536,0,0,340898,73023782,12598,6586
2017-05-03,734286007,2047787045,0,0,379451,76658201,12250,5607
2017-05-04,668092247,1965261131,0,0,345444,74662898,11630,5668
2017-05-05,601883142,1920138966,0,0,328139,71938826,12720,6267
2017-05-06,528612278,1766623239,0,0,236961,65872308,9875,6124
2017-05-07,537460152,1669519402,0,0,250048,64287266,12720,6142
2017-05-08,651056960,1982247390,0,0,286369,76645189,13840,5991
2017-05-09,639540634,1938713918,0,0,274666,77128390,13911,6019
2017-05-10,611803903,1927691647,0,0,319444,75814695,11925,5860
2017-05-11,611862922,2014349711,0,0,302169,75767372,9513,6782
2017-05-12,594515254,1982581215,0,0,280439,75909592,16471,5816
2017-05-13,511173650,1748048641,0,0,237685,68997681,9535,6624
2017-05-14,502415825,1714394427,0,0,229630,68585031,14906,5828
2017-05-15,583030603,1860497333,0,0,218878,72772464,11865,6106
2017-05-16,612892560,1871407547,0,0,236610,74607365,11922,5633
2017-05-17,608669086,1896216862,0,0,246641,72723877,9571,7315
2017-05-18,601423957,1876600408,0,0,278057,74518944,10344,7673
2017-05-19,587856208,1824733034,0,0,288378,72682807,12007,6034
2017-05-20,535361800,1682512809,0,0,225417,66266799,13027,6090
2017-05-21,528026347,1692002951,0,0,238339,66649270,11257,6408
2017-05-22,576955488,1813569365,0,0,232465,72052448,10068,6177
2017-05-23,708600467,1849590339,0,0,366749,73311935,11856,6080
2017-05-24,729720724,1850195777,0,0,273349,74165943,12494,6270
2017-05-25,749770405,1847065923,0,0,269728,71555496,13158,6679
2017-05-26,710734734,1819642050,0,0,294158,70213373,13535,6691
2017-05-27,659748988,1713367608,0,0,204457,66138523,10886,6164
2017-05-28,636406086,1642697936,0,0,181680,63223072,11553,7202
2017-05-29,691597824,1757394506,0,0,209981,69576717,16708,6636
2017-05-30,690544876,1821797320,0,0,254160,72062676,10012,6336
2017-05-31,705344678,1808267924,0,1,259668,72945975,9887,5987
2017-06-01,728665578,1933274124,0,0,250220,74383330,8912,5876
2017-06-02,705354140,1899608537,0,44,231744,70088338,10684,5894
2017-06-03,624617307,1761623589,0,41,206143,66999203,11453,5936
2017-06-04,644457354,1776585600,0,0,274097,66894119,15727,5818
2017-06-05,706534936,1849988975,0,0,225623,69667646,12668,6868
2017-06-06,636714128,1963997987,0,0,215840,74694751,14887,5931
2017-06-07,622409239,1968344774,0,0,261717,75620556,13265,5850
2017-06-08,611852524,1897617013,0,1,246266,73293396,14312,26805
2017-06-09,621662136,1920787341,0,16,242963,72587096,10648,48731
2017-06-10,552891915,1794141980,0,0,200729,65606976,14715,48089
2017-06-11,541961950,1699662575,0,0,204890,67741132,10611,48710
2017-06-12,608586050,1909019512,0,0,707157,73266343,10040,52660
2017-06-13,627318833,1995197229,0,0,310838,74362004,10060,37032
2017-06-14,621304302,1937119563,0,0,273306,75444781,10686,5729
2017-06-15,608290737,1991603900,0,0,206720,75987938,12116,4162
2017-06-16,613385033,1951181558,0,0,246754,76688004,13219,270
2017-06-17,523925638,1751734085,0,0,269351,65478054,10256,327
2017-06-18,531208296,1731855242,0,0,216785,66839516,18353,1317
2017-06-19,626871550,1961890264,0,0,241019,70900579,11088,331
2017-06-20,651785483,2006154007,0,0,317984,74160506,9030,1828
2017-06-21,612094817,1982052218,0,0,269562,73285914,9685,794
2017-06-22,693372344,1971620801,0,0,324213,75348156,13506,1485
2017-06-23,695520279,1966913285,0,0,361202,74586436,20664,1362
2017-06-24,722535323,1819717793,0,0,268220,66655355,17949,468
2017-06-25,746425291,1816042758,0,0,315770,66113381,21127,2752
2017-06-26,652924235,1937595305,0,0,330538,72955640,20951,1998
2017-06-27,685598555,1977492452,0,0,341284,81183498,20720,15958
2017-06-28,723699580,1959957865,0,0,332412,77570848,21101,6689
2017-06-29,716736271,1997735753,0,0,367162,81558194,22422,7844
2017-06-30,704116884,2042283201,0,0,462284,80457320,23682,7549
2017-07-01,640188226,1849756477,0,0,245459,72258478,21786,6277
2017-07-02,633999444,1722849610,0,0,233388,72741065,22607,6425
2017-07-03,712610183,1956931480,0,0,271835,80504135,22630,6903
2017-07-04,776220152,1933786175,0,0,311692,79801862,22528,7965
2017-07-05,733912980,2009792266,0,0,289489,78922340,26577,12474
2017-07-06,727050724,2013998824,0,0,349659,76543093,23920,17103
2017-07-07,703397027,1991362119,0,0,333752,74824960,22558,67883
2017-07-08,615753218,1839184853,0,0,252470,69100448,27186,7621
2017-07-09,0,0,0,0,0,0,0,0
2017-07-10,706060812,1893888933,0,0,338743,75771430,28086,26498
2017-07-11,721191953,1949094831,0,0,350244,75838317,25447,19278
2017-07-12,702083143,1892243547,0,0,368302,74589055,24030,14730
2017-07-13,687362406,1934077235,29257,1540810,1078635,78157626,26247,17574
2017-07-14,626461708,1905583820,0,0,1446406,75965665,29321,33376
2017-07-15,603966961,1730253280,0,0,1157307,69645240,29399,95056
2017-07-16,573795945,1677909206,0,0,1439461,67955884,43404,61787
2017-07-17,659748929,1866802874,0,0,979824,78630191,27790,96174
2017-07-18,668651187,1882364238,0,0,1752281,77374897,31666,93034
2017-07-19,626032659,1785088066,0,0,1383979,74681334,27862,100905
2017-07-20,641373717,1888139027,0,0,1164319,80169600,35022,56565
2017-07-21,597719461,1820272798,0,0,1212980,75430664,31934,58162
2017-07-22,602541180,1672418492,0,0,1580060,64639438,27546,79186
2017-07-23,593364429,1641978601,0,0,1545839,65066192,31360,85152
2017-07-24,644309475,1745942255,0,0,1324781,71812691,28411,73900
2017-07-25,637643668,1762210481,0,0,1324322,74708813,30423,37650
2017-07-26,639005532,1771735748,0,0,1414699,77410080,27170,64351
2017-07-27,651451115,1759975690,0,0,1233068,77297495,29716,15356
2017-07-28,669459132,1735367754,0,0,1577755,78511768,29286,15834
2017-07-29,595452478,1565304607,0,0,1472725,68766385,22846,13910
2017-07-30,578481570,1546753066,0,0,1522913,67872713,27293,22276
2017-07-31,668140737,1719754874,0,0,1550894,79237595,29633,7335
2017-08-01,659466246,1787959115,0,0,1359867,82338252,32911,5263
2017-08-02,657388508,1722913110,0,0,1403338,83144246,29631,827
2017-08-03,671365419,1690167468,0,0,634670,82570120,28936,1443
2017-08-04,680916515,1796532155,0,0,502023,82837593,36267,20083
2017-08-05,613950023,1667750787,0,0,464538,72711242,41357,3318
2017-08-06,607939941,1649131648,0,0,386694,71874014,44529,2938
2017-08-07,769473778,2062259083,0,0,812044,114566878,40782,16808
2017-08-08,674422394,1847003538,0,0,560990,80021084,41774,8190
2017-08-09,694793229,1817263062,0,0,522205,81685634,40445,11701
2017-08-10,717090147,1844291416,0,0,406200,81770585,35993,18516
2017-08-11,701425662,1846035735,0,0,471144,81712361,32104,10805
2017-08-12,666987565,1683835160,0,0,408106,72165897,30909,8528
2017-08-13,605159113,1562860775,0,0,376643,69828001,36522,17598
2017-08-14,672690955,1748743225,0,0,514750,79971394,35194,16325
2017-08-15,686578798,1795685037,0,0,401814,82507581,36674,4020
2017-08-16,723294518,1865500283,0,0,391667,82840188,31856,19985
2017-08-17,679396832,1786614064,0,0,398486,81029308,31988,8755
2017-08-18,652611688,1711608779,0,0,417636,79260865,24826,18119
2017-08-19,613727870,1629181215,0,0,392988,73002397,23096,19536
2017-08-20,641406516,1575516731,0,0,443614,72510206,22311,30346
2017-08-21,668408374,1727207676,0,0,442625,79851613,24457,21348
2017-08-22,684023879,1794044434,0,0,464528,79007685,28822,18712
2017-08-23,660018703,1735124923,1,0,398119,72352081,24956,17896
2017-08-24,649295187,1615193120,0,0,424803,70703588,40270,30269
2017-08-25,656666576,1701902495,0,0,366924,68990310,26042,25144
2017-08-26,682415451,1828379475,0,0,7542789,80673600,25329,17439
2017-08-27,607485506,1706877967,0,0,3390652,67312523,24733,7893
2017-08-28,650773429,1719673745,0,0,400453,69578402,38058,37918
2017-08-29,655700858,1813555027,0,0,412381,69239970,30514,40643
2017-08-30,660836760,1709217147,0,0,397425,71188936,30463,68215
2017-08-31,658883530,1692711597,0,0,384454,71218066,31690,59496
2017-09-01,661112599,1653515537,0,0,329186,69452232,29029,31769
2017-09-02,612770331,1505276096,0,0,295673,63331983,24260,118296
2017-09-03,575562762,1482361212,0,0,371953,65052170,27981,98911
2017-09-04,642782254,1642928382,0,0,342800,70806425,27432,101057
2017-09-05,683681023,1791531744,0,0,399239,76021938,30030,105211
2017-09-06,705828393,1888093136,0,0,2759408,79042236,28517,68462
2017-09-07,771463312,1834769477,0,0,406427,77066170,28366,69994
2017-09-08,882541131,1825848214,0,0,432115,75520240,27110,66245
2017-09-09,687067788,1567111826,0,0,412295,67451998,25524,66952
2017-09-10,734450799,1598119488,0,0,368145,64693979,24386,58913
2017-09-11,822249944,1692350015,0,0,272402,69739730,28141,73808
